DISTNAME,DISTRICT,DZCNTYNM,REGION,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT22R,DA0912DR22R,DAGC4X22R,DAGC5X21R,DAGC6X20R,DA0GR22N,DA0GS22N,DDA00A001S23R,DDA00A001223R,DDA00A001323R,DDA00AR01S23R,DDA00AR01223R,DDA00AR01323R,DDA00AM01S23R,DDA00AM01223R,DDA00AM01323R,DDA00AC01S23R,DDA00AC01223R,DDA00AC01323R,DDA00AS01S23R,DDA00AS01223R,DDA00AS01323R,DDB00A001S23R,DDB00A001223R,DDB00A001323R,DDH00A001S23R,DDH00A001223R,DDH00A001323R,DDW00A001S23R,DDW00A001223R,DDW00A001323R,DDI00A001S23R,DDI00A001223R,DDI00A001323R,DD300A001S23R,DD300A001223R,DD300A001323R,DD400A001S23R,DD400A001223R,DD400A001323R,DD200A001S23R,DD200A001223R,DD200A001323R,DDE00A001S23R,DDE00A001223R,DDE00A001323R,DA0CT22R,DA0CC22R,dA0csa22r,dA0caa22r,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTINFP,DPSTASFP,DPSTPIFP,DPSTTWFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRAOPRT,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFRAORVT,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
DEL VALLE ISD,227910,227 TRAVIS,13,14,11059,8.9,83.4,4.5,0.1,1.2,0.1,1.7,91.5,47.1,15.7,48.7,24.6,4.7,88.2,1.6,92.9,96.7,96.1,771,643,58,29,8,57,32,8,58,26,8,58,24,5,63,35,15,56,29,7,58,28,8,68,42,16,75,42,0,74,44,19,69,46,15,76,51,20,57,28,7,53,12.7,899,19,1739.9,737.9,1.4,2.6,11.2,42.4,11.9,30.5,98555,83143,70916,61057,69.1,6.4,15,43.5,9.2,23.7,30.6,8.5,45.3,43.7,0.1,1,0.1,1.2,54.8,14.6,3.2,15.5,3.3,8.6,883863,1.202,167931784,15473,135862969,13.4,63,23.7,32068815,48639212,0,276930329,140480640,12944,56.7,5.5,5.2,9.7,22.9,79671010,7341,40.2,11.7,13.5,1.7,2.6,0.2,1.3,0,0,26.2,"10,000 to 24,999",Major Suburban,"$836,417 to < $989,691",$1.1800 to under $1.3001
LAGO VISTA ISD,227912,227 TRAVIS,13,4,1788,0.6,28.1,64.9,0.5,0.7,0.2,5.1,25.9,6.9,12.7,6.9,32.9,7.3,93,1.2,97.3,97.5,98,148,137,82,56,21,83,62,22,78,45,17,85,56,21,88,69,32,82,47,0,75,46,16,86,61,24,53,27,0,100,90,30,-1,-1,-1,80,62,23,68,36,10,54.7,48.1,1064,24.1,202.4,125.4,3,4.2,9.8,62,6.4,14.7,115639,84043,61610,57653,9.4,8.8,14.3,31.5,11.6,23,23.5,0,6.4,93.6,0,0,0,0,71.6,7.6,8.5,0.8,6.4,5.2,1331796,1.202,25645215,14224,18521194,5.3,83.6,11.1,7124021,7477430,0,51952729,18825441,10441,54.8,8.4,6.4,11.6,18.9,10312746,5720,42.8,13.4,5.8,0.4,3.2,2.3,3.2,0,1.1,26.2,"1,600 to 2,999",Non-metropolitan Fast Growing,"$1,147,749 and over",$1.1800 to under $1.3001
LAKE TRAVIS ISD,227913,227 TRAVIS,13,11,11358,1.6,19.7,65.4,0.3,8,0.1,5,10.2,8,11.5,7.7,22.2,8.5,92.1,0.7,96.7,96.2,98.5,814,760,90,72,37,91,75,35,89,69,35,90,70,36,93,77,51,86,67,33,80,55,24,93,75,37,84,54,25,97,88,62,100,86,67,95,81,43,71,43,16,80.2,74.6,1194,25.2,1283.4,684.9,2.2,2.7,12,53.4,8,21.8,114144,80921,70885,60752,18.9,8.9,16.6,36.2,10.9,30.5,22,1,12.6,83.2,0.3,2.2,0,0.7,83.1,12.2,0.3,1.8,2,0.7,1494481,1.23,157876249,14414,109672995,5.4,87.5,7.1,48203254,46101114,0,179998513,114329437,10438,56.6,8,4.3,10.9,20.2,64730026,5910,43.5,16.8,2.8,0.4,2.7,0.6,2.8,0,0,28.4,"10,000 to 24,999",Major Suburban,"$1,147,749 and over",$1.1800 to under $1.3001
GROVETON ISD,228901,228 TRINITY,06,2,766,5,15.7,75.3,0.3,0.8,0.1,2.9,65.9,1.8,16.7,2,26.6,6.9,92.9,0.4,95.8,100,94,48,29,79,51,18,82,58,20,77,44,15,75,46,17,83,57,20,47,21,4,76,49,10,83,54,21,,,,100,100,67,-1,-1,-1,73,39,6,74,46,11,58.3,32.1,991,-1,132.9,64.7,1.5,1.5,7.1,48.7,15.6,25.6,101000,83100,61212,54322,14.9,5.8,11.8,27.5,13.7,27.4,18.4,4.6,3,92.4,0,0,0,0,74.9,11.8,0.7,1.5,11.1,0,512310,0.904,12911054,17424,12799826,43.1,32.8,24.2,111228,4355625,0,10998451,10289477,13886,57.9,7.7,4.5,11.3,18.7,5953317,8034,34.4,20.2,7.7,0,5.9,0.4,4,0,0,25.9,500 to 999,Rural,"$488,752 to < $523,458",Under $1.0600
TRINITY ISD,228903,228 TRINITY,06,3,1200,15.2,27.8,50.6,0.1,0.3,0.1,5.9,88.8,10.8,10.3,10.8,29.9,3.7,92.8,2,93.9,91.1,92.9,79,76,65,34,9,66,39,8,62,26,7,67,35,9,64,41,13,57,23,4,66,35,7,67,38,11,,,,75,13,0,,,,62,35,7,64,33,8,57,11.1,911,-1,190.4,98.5,1.6,4.7,6.1,51.7,12.9,22.9,111560,74069,61383,50893,23.2,6.3,12.2,54,8.1,17.6,30.6,12.5,5.1,81.4,0,0,1,0,75.2,5.5,6,0.1,10.5,2.8,438445,1.177,17645842,15225,16638265,48.6,30.5,21,1007577,5022666,0,16723616,14718336,12699,52.7,9.3,6.4,13.6,18,7752528,6689,44.4,6.6,8,0.7,1,0.1,3,0,2.2,33.5,"1,000 to 1,599",Non-metropolitan Stable,"$437,254 to < $466,931",$1.0600 to under $1.1800
CENTERVILLE ISD,228904,228 TRINITY,06,1,147,0,4.1,95.9,0,0,0,0,57.1,0,12.9,0,34,6.8,93.1,2,100,100,100,12,12,82,49,12,77,53,12,80,55,15,96,24,4,90,50,15,,,,67,50,17,83,49,12,,,,,,,,,,,,,83,55,13,41.7,60,1032,,29.9,16.5,6.7,1.7,8.4,55.1,13.4,14.7,86827,80627,35081,49568,3.3,4.9,8.9,18.2,17.2,15.1,23.5,0,0,93.9,0,6.1,0,0,77.8,4.7,6.1,0,11.4,0,290113,0.986,2801645,20450,2801645,65.3,15.2,19.5,0,1659173,0,2608404,2394882,17481,57.5,11,4.5,11.2,15.8,1377463,10054,37.1,4.8,12.1,0,7.1,0.3,3.6,0,0,32,Under 500,Rural,"$251,917 to < $316,888",Under $1.0600
APPLE SPRINGS ISD,228905,228 TRINITY,06,2,207,6.3,5.8,86,0.5,1,0,0.5,61.8,0,14.5,0,30.4,5.8,95,0,100,100,100,12,11,74,46,15,74,52,16,76,41,12,69,38,17,79,41,14,71,7,0,63,42,11,75,47,15,,,,-1,-1,-1,,,,-1,-1,-1,69,41,11,58.3,28.6,1014,,39.7,19.4,3.8,2.4,1.5,48.8,14.2,29.3,102271,103963,92521,57601,4.4,5.2,10.7,43.6,8.9,24.6,17,0,2.8,97.2,0,0,0,0,74.6,8.6,0,0,16.8,0,284319,0.926,3091554,15081,3091554,65.8,17.5,16.7,0,832600,0,3500654,2933900,14312,35.4,16.7,5.6,12.4,30,1037609,5062,34.3,8.6,4.9,0,4.3,0,6.7,0,2.5,38.2,Under 500,Rural,"$251,917 to < $316,888",Under $1.0600
COLMESNEIL ISD,229901,229 TYLER,05,2,452,1.8,6.6,88.7,0.2,0,0,2.7,75.7,0,10.8,0,21.7,0,93,0.7,96.2,96.4,100,25,22,77,46,14,81,54,19,73,41,10,70,27,3,83,52,17,43,14,0,85,64,15,77,46,14,,,,,,,,,,71,21,7,75,44,14,36,22.2,-1,20.6,66.8,38.6,1.3,0.3,8.4,57.8,6.6,25.5,123486,78723,57465,55255,5.9,6.8,11.7,28.2,14.9,18.1,36.1,0,0,100,0,0,0,0,82.8,9.2,2.3,0,5.7,0,395261,0.932,6467647,14277,6465453,60,24.7,15.3,2194,4068958,0,6276921,5449766,12030,52.2,10.5,5.4,13.7,18.1,2846694,6284,38.5,5.5,9.7,0,5.4,0,3.7,0,0.7,35.2,Under 500,Rural,"$355,840 to < $399,525",Under $1.0600
WOODVILLE ISD,229903,229 TYLER,05,4,1239,20.3,12.3,57,3,0.8,0,6.7,72.2,5,16.9,4.9,30.1,5.5,93.7,1.2,94.5,96.3,92.6,82,63,68,37,11,69,41,11,64,28,8,73,42,13,74,42,16,58,25,3,64,30,6,73,43,14,76,35,12,100,82,59,,,,67,33,7,64,32,8,61,22,973,21.6,241.2,104.7,2.5,2.9,6,43.4,16.5,28.7,90598,73025,67655,53030,19.8,5.1,11.8,39.8,11.4,14.2,27.1,6.7,6.7,85.7,0,0,0,1,72.6,8.3,7.2,0,8.9,2.9,501555,0.891,20687449,16380,20589811,39.9,37.7,22.5,97638,4698152,0,20033468,18574858,14707,50.2,7.8,5.5,10.5,26,9322527,7381,35.8,16.8,7.9,0.3,5.2,0.1,4.4,0,0,26.9,"1,000 to 1,599",Non-metropolitan Stable,"$488,752 to < $523,458",Under $1.0600
WARREN ISD,229904,229 TYLER,05,5,1264,0.9,6.6,87.6,0.7,0.5,0.2,3.6,60.2,1.3,14.1,1.2,27,6.2,92.9,0,96.6,97.3,97.2,58,56,80,51,16,83,56,18,78,42,12,83,54,15,75,51,25,92,33,17,83,45,9,81,51,17,54,46,23,-1,-1,-1,-1,-1,-1,65,46,18,76,46,12,87.9,29.4,953,-1,204.3,97.1,1.9,4.1,4.2,47.5,12.7,29.6,106341,80125,66257,57487,4.8,6.2,13,39.4,12.2,18,25.5,0,3,95,1,1,0,0,83.7,3.7,3.5,0,9,0,273434,1.338,18606316,14744,16707849,65.8,23,11.2,1898467,5664307,0,16146062,13892816,11009,48.7,10.2,5.9,12.9,22.3,6763165,5359,38.1,6.1,7.1,0,5.7,0.2,3,0,1.5,36.5,"1,000 to 1,599",Non-metropolitan Stable,"$251,917 to < $316,888",$1.3001 and over
SPURGER ISD,229905,229 TYLER,05,2,360,0.6,8.3,88.3,0.3,0.6,0.3,1.7,66.4,2.5,17.8,2.5,31.9,6.9,92.5,1,96,100,88.2,23,20,81,46,13,82,52,16,83,44,12,79,39,10,80,41,12,-1,-1,-1,79,57,33,82,45,11,-1,-1,-1,-1,-1,-1,,,,-1,-1,-1,80,40,11,100,4.3,893,,78.7,41.6,2.5,3.5,2.8,52.9,11.8,26.6,80815,77331,67940,53991,3.8,4.6,8.7,19.2,16.4,6.8,12.3,0,2.4,97.6,0,0,0,0,63.1,10.9,9.5,0,13.6,2.9,267285,1.024,6232696,16891,6175291,64.6,17.2,18.2,57405,3526099,0,5752821,5465380,14811,53.1,10.6,7.7,11.5,17.1,2904371,7871,41.4,6.9,9.8,0.1,7.4,0.1,2,0,1,30.4,Under 500,Rural,"$251,917 to < $316,888",Under $1.0600
CHESTER ISD,229906,229 TYLER,05,2,212,1.4,3.8,86.8,0,0,0,8,61.8,0,9,0,44.3,1.9,93.5,0,94.7,100,100,23,20,74,44,13,77,51,16,77,43,14,77,44,11,51,22,5,-1,-1,-1,100,36,9,73,43,13,,,,,,,,,,83,67,25,63,35,8,60.9,7.1,963,-1,44.6,22.9,6.7,6.7,3.2,51.3,11.2,20.9,70800,69333,64159,52858,8.9,4.8,9.3,30.1,15.1,13.1,32.9,0,4.4,95.6,0,0,0,0,90.5,0,0,0,9.5,0,451308,0.96,3476929,16401,3465231,57.3,29.7,13,11698,802512,0,3800794,3207987,15132,53.4,13.7,4.6,12.5,15.9,1711963,8075,43.1,4.6,7.3,0,4.8,0,5.1,0,0,33.8,Under 500,Rural,"$437,254 to < $466,931",Under $1.0600
BIG SANDY ISD,230901,230 UPSHUR,07,3,671,9.7,13,68.3,0.3,0.1,0,8.6,71.8,6.1,14.9,6,26.1,4.2,92.6,0.9,100,100,100,52,36,77,44,15,75,49,18,76,38,14,79,40,10,81,42,13,74,29,3,65,35,12,80,49,17,-1,-1,-1,-1,-1,-1,,,,76,33,16,72,37,11,59.6,6.5,923,-1,119.7,61.9,2.5,5.9,4.2,51.7,14,21.6,104429,71417,55863,48722,10,5.6,10.8,42,12.2,20.8,24.9,4.8,1.6,92.7,0,0,0,0.8,79.3,6.5,4.1,0,7.4,2.7,362736,1.136,10906136,16651,10450394,55.6,24.1,20.3,455742,5689322,0,9797184,8414628,12847,54.5,7.4,7,10.6,20.6,4582322,6996,40,8.3,9.3,0.2,5.9,0.2,4.6,0,0.1,29.7,500 to 999,Rural,"$355,840 to < $399,525",$1.0600 to under $1.1800
GILMER ISD,230902,230 UPSHUR,07,4,2821,9.2,23.1,57.2,0.7,0.5,0.1,9.1,77.6,10,10.9,9.5,23.6,5.2,94.1,1.9,85.4,92.1,96.4,161,160,82,56,23,81,57,22,82,54,24,84,53,19,84,64,33,78,43,11,79,50,20,84,60,27,91,68,21,95,74,37,,,,82,56,22,79,50,20,65.2,29.5,1086,19.7,419.8,187.6,1.8,4.5,8,44.7,14.8,26.3,112325,79274,64485,50454,18.8,6.7,15,36,13.3,15.9,25.1,9.8,2.7,85.4,0.5,1.1,0,0.5,74.9,5.9,5.1,1.9,7.9,4.3,345983,1.399,43577351,16285,39555750,44,35.5,20.5,4021601,7816855,0,38896164,33126610,12379,53.5,4.7,4.7,10.7,26.4,17711955,6619,38.3,16.1,9,0.5,3.3,0.3,5.2,0,0.7,24.3,"1,600 to 2,999",Other Central City Suburban,"$316,888 to < $355,840",$1.3001 and over
ORE CITY ISD,230903,230 UPSHUR,07,3,825,4.2,23.3,66.4,0.2,0.2,0,5.6,70.3,8.8,13.8,8.6,25.8,6.7,93.1,1.1,92.3,97.3,96.7,48,44,75,45,14,79,52,16,71,36,11,73,45,13,76,44,17,69,31,5,72,44,11,77,46,16,-1,-1,-1,-1,-1,-1,,,,70,39,10,70,37,12,41.7,15,,17.7,171.3,84.1,2,3.8,4,49.1,14.6,26.5,101066,68645,61648,50868,11.5,4.8,9.8,38,12.5,16.6,22.6,3.6,2.4,94.1,0,0,0,0,75.4,7.5,2.4,2.4,8.8,3.5,195627,1.248,14202270,16495,13561094,65.6,15.6,18.8,641176,7785248,0,13786199,12610405,14646,52.3,11.2,5.6,10.9,20,6589682,7654,28.2,11.1,17.3,0.4,3.5,0.3,4.2,0,1,30.2,500 to 999,Rural,"$191,241 to < $251,917",$1.1800 to under $1.3001
UNION HILL ISD,230904,230 UPSHUR,07,2,254,5.1,16.9,74.4,0.8,0.8,0,2,76,3.9,9.4,3.1,37.4,1.2,94.4,0,100,100,100,25,25,73,39,12,76,48,19,69,34,9,70,21,3,80,45,13,72,40,0,66,29,6,75,41,14,-1,-1,-1,100,80,60,,,,-1,-1,-1,70,35,11,24,33.3,-1,20.6,61.1,30.2,3.3,3.4,2.2,49.5,15.9,25.8,95750,64348,73968,51663,13,4.2,8.4,36.1,10.7,10.9,18.5,9.9,0,90.1,0,0,0,0,78.1,6.6,0,0,15.3,0,351051,1.025,4748154,16719,4741756,59.8,25.2,15,6398,996274,0,4733002,4591098,16166,53.3,7.9,4.8,10.9,23,2448148,8620,39.5,7,7.4,0.3,7.2,1.2,6.4,0,0,29.6,Under 500,Rural,"$316,888 to < $355,840",Under $1.0600
HARMONY ISD,230905,230 UPSHUR,07,4,1009,0.5,21.8,75.3,0.2,0.4,0,1.8,54.7,6.7,9.2,6.5,38.9,6.6,93.8,0,98.5,98.7,100,65,63,86,60,24,88,67,28,86,56,21,86,54,19,82,55,29,-1,-1,-1,79,51,17,89,63,26,-1,-1,-1,67,67,50,,,,88,58,33,81,50,18,55.4,41.7,,22.6,183.1,87.5,2.7,3.4,7.8,47.8,0,38.3,85594,73747,53690,51792,7.6,5.5,11.5,36.2,11.7,17.9,28.3,0,0,97.7,1.1,0,0,1.1,81.2,5.3,1.1,2.1,9.3,1,473235,1.04,15205059,14677,14168514,48.6,36.5,15,1036545,4894434,0,13263923,12872302,12425,60.2,5.9,5.1,11.1,17.8,7742414,7473,47.3,7.3,6,0.4,6.4,0.3,2.9,0,0.8,26.9,"1,000 to 1,599",Non-metropolitan Stable,"$466,931 to < $488,752",Under $1.0600
NEW DIANA ISD,230906,230 UPSHUR,07,3,1183,7.3,10.8,75.1,0.5,0.2,0,6.1,42.5,1.4,7.4,1.4,28,4.8,93.6,0.6,98.9,98.5,94.8,93,87,86,61,26,92,72,33,86,55,23,82,50,16,62,51,24,68,31,8,83,60,26,88,65,28,100,71,29,60,40,0,,,,88,62,29,80,49,18,59.1,29.1,-1,20.3,167.4,97.6,1.8,2.6,4.6,58.3,11.9,20.8,115408,73960,72052,52665,11.7,7.1,12.1,26.4,12.7,15.4,27,1,0.9,97.1,0,0,0,1,77.7,5.2,5,0,8.7,3.4,212265,1.086,14928760,12297,14378681,63.5,19.9,16.6,550079,868068,0,16016417,12960733,10676,52.4,8.7,5.9,11.7,21.2,6791034,5594,45.8,5.4,5.8,0.2,4.7,0.2,6.1,0,0.8,29.6,"1,000 to 1,599",Other Central City Suburban,"$191,241 to < $251,917",$1.0600 to under $1.1800
UNION GROVE ISD,230908,230 UPSHUR,07,3,760,0.8,12.1,83,1.1,0.1,0.1,2.8,47,3.4,10.1,3.3,33.8,7.2,94.7,0,100,94.7,95.8,43,40,87,63,25,89,66,23,86,61,26,90,60,24,84,59,26,91,73,9,85,54,16,88,64,26,71,43,0,,,,,,,96,52,24,83,56,18,44.2,36.8,1128,20.6,108.6,67.5,1.8,3.4,3.5,62.2,8.1,21,107055,74965,65277,51039,6.9,7,11.3,28,16.6,19.1,16.7,0.7,2.9,93.4,0,1.5,0,1.5,73.1,6.7,7.2,0,9.7,3.4,231969,1.358,10892001,15538,10025992,65.4,21.7,12.8,866009,2484453,0,10500913,9489069,13536,52.6,7.8,5.2,15.7,18.7,4995376,7126,38.9,5.2,9.1,0,5.9,0.1,3.8,0,0.1,34.6,500 to 999,Rural,"$191,241 to < $251,917",$1.3001 and over
MCCAMEY ISD,231901,231 UPTON,18,3,499,1.8,78.4,17.6,0.6,0,0,1.6,67.9,8,13.2,7,4.6,4.6,91,0.7,86.4,100,100,39,37,68,32,7,71,40,7,62,27,8,68,24,3,73,35,12,67,47,33,64,28,5,79,46,14,80,60,0,,,,,,,100,64,14,65,31,6,100,4.7,-1,14.7,90,35.7,2.2,2,1.6,39.7,23.5,31,99733,83167,57519,55671,61.2,5.5,14,27.6,13.7,29.8,39,0,31.8,68.2,0,0,0,0,86.3,0.8,3.1,0,8.2,1.6,1783100,1.145,12427645,23853,9382679,2.8,78.2,19,3044966,8468725,0,11510883,8548408,16408,46.2,13.2,6.2,12.9,21.4,3949115,7580,36.3,13.6,9.7,0.2,2.7,0.1,3.1,0,1,30.7,Under 500,Rural,"$1,147,749 and over",$1.0600 to under $1.1800
RANKIN ISD,231902,231 UPTON,18,1,316,1.9,46.8,47.2,0,0.3,0,3.8,42.4,8.2,10.4,7.9,35.4,0.6,94.5,0,100,100,93.8,18,18,85,60,23,88,64,20,80,53,24,88,57,24,92,73,32,100,50,33,82,50,8,88,67,33,,,,,,,,,,87,73,53,83,51,12,100,9.5,841,15,79.5,44.2,2.5,1.3,3.5,55.5,6.3,30.8,119265,88181,70620,57232,26.6,4,7.2,20.4,15,27.6,4.8,0,11.3,84.2,0,0,0,4.5,78.2,0,3.4,0,18.3,0.2,20102041,1.136,27979558,89678,11853856,3.2,91.1,5.7,16125702,7070462,0,41040491,13947876,44705,36.9,9,3.6,9.1,41.5,5146508,16495,34.2,1.4,3.4,0.1,3.1,0,2.6,0,0.3,52.8,Under 500,Rural,"$1,147,749 and over",$1.0600 to under $1.1800
KNIPPA ISD,232901,232 UVALDE,20,1,416,0.5,58.2,38.9,0,2.2,0,0.2,41.6,3.1,9.4,3.1,18.5,6.3,92.7,2.3,92.3,97,91.7,23,22,90,64,23,93,69,26,92,65,26,86,50,8,71,47,21,,,,87,56,19,95,73,25,,,,100,100,87,,,,-1,-1,-1,86,50,16,95.7,45.5,1089,21.2,61.2,36.5,0.8,4.9,6.7,59.7,12.4,15.5,126122,63948,55096,49638,52.2,6.8,11.4,40,10.7,38.1,9.7,0,34.6,65.4,0,0,0,0,79.6,8.6,5,0.2,5.9,0.7,229598,1.195,6330704,15366,6040003,65.1,17.9,16.9,290701,7090728,0,5548963,5331967,12942,65.6,6.5,3.7,11.5,12.8,3495796,8485,48.1,6.5,8.7,0.1,4.2,0.1,3.9,0,3,23.5,Under 500,Rural,"$191,241 to < $251,917",$1.1800 to under $1.3001
SABINAL ISD,232902,232 UVALDE,20,3,416,0,85.6,13,0,0,0,1.4,75.2,4.1,19.2,3.8,18.8,8.2,91.7,0,96.2,94.7,100,23,22,71,40,14,71,47,14,78,41,16,62,27,8,63,34,13,,,,69,38,12,81,52,20,,,,,,,,,,89,67,22,69,37,13,47.8,27.3,916,,84.5,38.3,2.4,2.5,11.7,45.3,13.5,24.8,102781,92438,70070,54737,60,4.9,10.9,18.3,15.5,29.7,31.9,2.6,39.2,58.2,0,0,0,0,74.4,9.2,9,0,5.6,1.9,1134109,1.017,9412375,23950,8862282,28.3,49.9,21.8,550093,2411527,0,9140688,7932637,20185,48.1,12.8,4.5,10.3,24.3,3815643,9709,27.7,22.5,9.5,0.1,4.5,0.1,3.9,0,0,28.3,Under 500,Rural,"$1,048,130 to < $1,147,749",Under $1.0600
UVALDE CISD,232903,232 UVALDE,20,9,4059,0.4,90.2,8.8,0,0.3,0,0.3,80.7,8.1,12.2,19.8,26.7,7.3,88.2,3.4,89.4,89.7,91.7,296,225,61,28,7,63,34,8,56,22,5,61,23,6,66,36,14,67,25,0,59,26,6,79,50,19,,,,89,72,50,-1,-1,-1,79,38,21,56,24,5,62.2,11.4,848,-1,755.9,294,0.8,2.3,12,38.9,18.7,27.3,112580,81185,68751,55828,77.5,5.4,13.8,34.2,11.7,12.2,17.4,0.3,66.9,32.7,0,0,0,0,90,6,0.1,0.1,3.8,0,346077,1.163,66573024,16225,63585944,36.3,23.2,40.4,2987080,6453322,0,67333452,60862762,14834,56,7.6,4.4,11.3,20.8,34083190,8307,38.6,12.2,13.2,0.4,2.6,0.1,2.2,0,0.8,28,"3,000 to 4,999",Non-metropolitan Stable,"$316,888 to < $355,840",$1.0600 to under $1.1800
UTOPIA ISD,232904,232 UVALDE,20,1,193,0,25.4,72.5,0,0.5,0,1.6,49.2,5.7,18.1,5.7,46.1,4.7,93.9,0,100,100,100,18,15,69,39,14,78,46,14,57,24,10,69,50,17,69,38,19,,,,58,27,9,72,42,15,,,,-1,-1,-1,,,,,,,63,27,7,100,27.8,982,,41.1,21.5,3.6,2.4,2,52.4,9.7,29.8,87341,70000,48947,48171,9.7,4.7,9,37.1,13.6,39.7,32.2,0,4.6,95.4,0,0,0,0,80.7,5.3,0,0,14,0,1224728,0.872,3652622,17229,3614952,15.8,65.1,19.1,37670,890914,0,3521682,3442103,16236,48.9,14.9,4.6,14.3,17.4,1683726,7942,33.2,5.6,8.7,0.3,6,0.1,0.6,0,0.8,43.6,Under 500,Rural,"$1,147,749 and over",Under $1.0600
SAN FELIPE-DEL RIO CISD,233901,233 VAL VERDE,15,14,9918,0.6,93.1,5.4,0.1,0.3,0,0.6,73.5,21.2,14.5,20.4,28.5,7.1,89.4,2.5,90.7,90.3,91,715,652,72,42,13,73,46,13,71,38,12,70,37,11,72,48,25,79,50,23,71,41,12,84,64,31,-1,-1,-1,77,59,30,-1,-1,-1,78,63,28,67,36,9,19,39.7,1024,20.1,1526.3,575.3,0.5,2,10.3,37.7,14.6,34.9,129415,89765,73678,56942,89.4,6.5,17.2,36.5,11.6,19.8,17.1,1.2,81.8,16.3,0.3,0,0,0.3,69,4.8,7.1,8.3,7.6,3.1,250524,1.032,133614683,13564,131611064,51.9,18.3,29.7,2003619,31130971,0,139401960,118703686,12050,52.3,9.9,4.5,12,21.3,62079843,6302,37.9,9.2,12.4,0.9,3.9,0.5,2.3,0.3,0.2,28.8,"5,000 to 9,999",Independent Town,"$191,241 to < $251,917",Under $1.0600
COMSTOCK ISD,233903,233 VAL VERDE,15,1,222,0.5,63.1,35.6,0,0.5,0,0.5,41.4,3.6,9.5,5.4,32.4,5.9,92.9,0,100,100,100,9,8,82,52,19,86,63,24,83,49,15,76,36,11,72,44,28,-1,-1,-1,79,46,16,89,64,26,,,,,,,,,,-1,-1,-1,76,42,17,88.9,37.5,1001,-1,34.4,17.7,1,3.2,4.4,51.4,14.2,25.9,136990,88932,92095,51721,65.8,6.4,12.6,55.4,10.6,33.2,22.3,0,55.7,44.3,0,0,0,0,87,4.2,0,0,6.1,2.7,1446863,1.077,4003145,16680,3580967,4.3,80.8,14.9,422178,631458,0,4377816,3299470,13748,50.2,11.1,3.7,13.4,21.7,1655504,6898,30.2,6.9,7.5,0.4,3.1,4.8,3.7,0,0.2,37.8,Under 500,Rural,"$1,147,749 and over",$1.0600 to under $1.1800
RANCH ACADEMY,234801,234 VAN ZANDT,07,1,93,1.1,18.3,74.2,0,1.1,0,5.4,67.7,0,23.7,0,22.6,0,89.3,7,64.3,73.1,62.9,15,6,72,40,18,76,42,18,71,33,14,69,31,6,70,50,30,,,,-1,-1,-1,68,32,15,,,,,,,,,,100,100,33,63,31,13,0,,,,10,4.9,12.4,0.2,10,48.7,28.7,0,109613,78750,75500,55369,9.6,9.3,19,39.4,18.1,30.5,0,0,0,100,0,0,0,0,91.7,0,0,0,8.3,0,0,0,921531,12287,921531,81.7,4.8,13.5,0,0,544230,1087008,1087008,14493,47,13.9,21.7,10.5,7,510513,6807,43.6,16,13.6,0,0.2,0,0,0,0,25,Under 500,Charters,Non-taxing entities,Non-taxing entities
CANTON ISD,234902,234 VAN ZANDT,10,4,2294,2.1,16.2,76.4,0.4,0.9,0,4,48,4.5,10.9,4.5,24.4,5.1,95.2,0,97.2,98.7,99.3,141,137,88,61,23,88,64,23,89,57,20,88,62,26,87,62,33,69,38,8,82,50,16,90,64,25,80,53,7,89,75,50,,,,80,57,27,83,50,15,31.9,53.3,1093,22.1,276.7,162.9,1.8,3,7.9,58.9,16.9,11.5,114364,78499,55853,51962,6.1,8.3,14.1,22.8,13.3,17.9,18.8,0,0,95.7,1.2,1.8,0,1.2,67.6,8.7,7.2,0.2,9.4,7,444928,1.303,28860084,12697,24445528,47.3,40.1,12.7,4414556,5199864,0,30614922,20755650,9131,59.1,5.5,4.8,9.4,21.3,12274048,5400,43.9,10.7,6.6,0.2,5.5,0.2,5.2,0,0,24.1,"1,600 to 2,999",Independent Town,"$437,254 to < $466,931",$1.3001 and over
